0,4.216
1,5.36
2,5.374
3,5.388
4,3.6660000000000004
5,3.52
6,3.702
7,3.7
8,3.668
9,3.662
10,4.448
11,5.412000000000001
12,5.224
13,5.268
14,4.053999999999999
15,3.384
16,3.27
17,3.43
18,3.266
19,3.728
20,5.894
21,7.706
22,7.026
23,5.1739999999999995
24,4.474
25,3.248
26,3.236
27,3.228
28,3.258
29,3.178
30,2.72
31,3.758
32,4.342
33,4.512
34,4.058
35,2.472
36,2.79
37,2.6239999999999997
38,2.772
39,3.74
40,4.928
41,6.0520000000000005
42,6.752000000000001
43,6.474
44,6.308
45,4.4639999999999995
46,3.3960000000000004
47,3.09
48,3.73
49,2.3080000000000003
50,2.388
51,4.598
52,4.524
53,4.202
54,4.4719999999999995
55,2.852
56,2.928
57,2.94
58,2.9339999999999997
59,2.926
60,3.452
61,4.87
62,4.868
63,4.8660000000000005
64,3.176
65,2.92
66,2.93
67,2.912
68,2.608
69,2.714
70,3.5380000000000003
71,6.072
72,4.5360000000000005
73,4.408
74,2.912
75,2.326
76,2.2640000000000002
77,2.27
78,2.258
79,2.188
80,2.978
81,4.2
82,4.204
83,4.218
84,2.786
85,2.54
86,2.496
87,2.336
88,2.322
89,2.448
90,4.298
91,4.23
92,4.23
93,3.924
94,4.218
95,4.224
96,4.07
97,3.612
98,3.458
99,3.4339999999999997
100,3.366
101,3.404
102,3.3819999999999997
103,3.616
104,3.4760000000000004
105,3.3939999999999997
106,3.4
107,3.4139999999999997
108,3.432
109,3.418
110,3.392
111,3.3939999999999997
112,3.3939999999999997
113,3.406
114,3.42
115,3.418
116,3.4219999999999997
117,3.332
118,3.3160000000000003
119,3.3339999999999996
120,3.262
121,3.4760000000000004
122,3.62
123,3.61
124,3.6460000000000004
125,3.614
126,3.408
127,3.388
128,3.372
129,3.37
130,3.342
131,3.284
132,3.2760000000000002
133,3.3819999999999997
134,3.418
135,3.3960000000000004
136,3.406
137,3.406
138,3.392
139,3.378
140,3.3680000000000003
141,3.35
142,3.352
143,3.364
144,3.38
145,3.404
146,3.378
147,3.388
148,3.3760000000000003
149,3.2539999999999996
150,3.214
151,3.202
152,3.202
153,3.2119999999999997
154,3.2060000000000004
155,3.214
156,3.2060000000000004
157,3.222
158,3.216
159,3.216
160,3.194
161,3.278
162,3.282
163,3.292
164,3.3160000000000003
165,3.37
166,3.42
167,3.41
168,3.4
169,3.4
170,3.388
171,3.37
172,3.332
173,3.31
174,3.312
175,3.3139999999999996
176,3.302
177,3.302
178,3.3
179,3.29
180,3.286
181,3.23
182,3.218
183,3.258
184,3.264
185,3.26
186,3.262
187,3.264
188,3.238
189,3.228
190,3.222
191,3.2260000000000004
192,3.2060000000000004
193,3.188
194,3.196
195,3.2039999999999997
196,3.2319999999999998
197,3.2539999999999996
198,3.3760000000000003
199,3.372
200,3.366
201,3.386
202,3.4960000000000004
203,3.426
204,3.44
205,3.44
206,3.4539999999999997
207,3.45
208,3.48
209,3.4739999999999998
210,3.4560000000000004
211,1.8319999999999999
212,2.044
213,3.3539999999999996
214,3.282
215,3.3080000000000003
216,3.3139999999999996
217,3.306
218,1.692
219,3.342
220,3.3539999999999996
221,3.3339999999999996
222,3.33
223,2.74
224,2.188
225,3.33
226,3.34
227,3.306
228,3.0439999999999996
229,1.766
230,3.3760000000000003
231,3.4139999999999997
232,3.426
233,3.42
234,1.876
235,3.4419999999999997
236,3.4139999999999997
237,3.412
238,2.542
239,2.82
240,3.41
241,3.392
242,2.878
243,1.848
244,3.4939999999999998
245,3.42
246,3.2260000000000004
247,1.9480000000000002
248,3.392
249,3.3680000000000003
250,3.378
251,1.8719999999999999
252,3.2119999999999997
253,3.346
254,3.3080000000000003
255,3.302
256,2.36
257,2.6519999999999997
258,3.392
259,3.398
260,3.424
261,1.86
262,3.25
263,3.502
264,3.484
265,3.478
266,1.696
267,3.4939999999999998
268,3.4819999999999998
269,3.48
270,3.4739999999999998
271,2.3080000000000003
272,2.926
273,3.472
274,3.48
275,3.4539999999999997
276,3.464
277,1.786
278,3.182
279,3.378
280,3.372
281,3.362
282,3.112
283,1.614
284,3.358
285,3.388
286,3.392
287,2.81
288,2.18
289,3.37
290,3.326
291,2.778
292,2.358
293,0.96
294,1.6059999999999999
295,2.35
296,2.428
297,2.0780000000000003
298,0.78
299,2.426
300,2.412
301,2.428
302,1.53
303,1.3880000000000001
304,2.424
305,2.428
306,2.388
307,0.376
308,2.202
309,2.43
310,2.346
311,1.916
312,0.384
313,2.334
314,2.32
315,2.306
316,2.306
317,0.436
318,1.584
319,2.3280000000000003
320,2.326
321,2.334
322,1.8459999999999999
323,0.284
324,2.342
325,2.392
326,2.414
327,2.414
328,0.754
329,1.42
